model,SEN,SPE,PPV,NPV,AUC,ACC,BRIER,SEN_SE,SPE_SE,PPV_SE,NPV_SE,AUC_SE,ACC_SE,BRIER_SE
diagnosis ~ sd + range + iqr + mean_abs + (1|study),0.6964588723983639,0.41601517391816034,0.5430331293266828,0.6065411848233337,0.5562370231582621,0.5555117398527716,0.24865020538478996,0.08184099930959,0.04217847289861801,0.021705034145697612,0.056352182785394014,0.02843218041964367,0.02825338037036732,0.008625771602810159
diagnosis ~ sd + range + iqr + coef_var + (1|study),0.6643366513912519,0.530279699701953,0.588048409303663,0.6149573658664568,0.5973081755466024,0.5971696151248684,0.23832488984462802,0.044207267499149175,0.013776842678369046,0.011963352815820815,0.03911903850853829,0.021978333043375757,0.021157476908532848,0.00730692290897133
diagnosis ~ sd + range + iqr + se + (1|study),0.6483168661240908,0.5172509876579712,0.5733265709360882,0.6056219017186123,0.582783926891031,0.5818681371115401,0.2440597256649478,0.06628186778976476,0.02768738353681905,0.016355488959205123,0.045929250746708915,0.026649471905268087,0.026305078976463687,0.007235382301427858
diagnosis ~ sd + range + iqr + Gender + (1|study),0.5500934553133585,0.3969043182814101,0.4745193125320832,0.4795660301757863,0.4965915020564623,0.472987847140798,0.26105127430200886,0.07588580431855362,0.03909521202068089,0.016352587730470606,0.03694226778676691,0.025358161820259507,0.021507422282729994,0.0061774242939445
diagnosis ~ sd + range + median + mean_abs + (1|study),0.6577590357118644,0.5132949351559195,0.5764448222770268,0.6111851359734424,0.585526985433892,0.5849481442524995,0.24364416443610254,0.06482119663025294,0.03512039632274115,0.024589914753120577,0.058445828802822446,0.033984989235196925,0.03322334082936303,0.007203058030872328
diagnosis ~ sd + range + median + coef_var + (1|study),0.6661998558547507,0.5048261008884097,0.5755839567010623,0.6081541634450726,0.5855129783715802,0.5850302771167826,0.2407116392116627,0.05077509234721914,0.01914745100829996,0.009951159660728338,0.04026609297696446,0.01987162094927259,0.019012548122981192,0.00649298217710164
diagnosis ~ sd + range + median + se + (1|study),0.6022233153730182,0.5860170150231016,0.5930079555698735,0.6017592426293215,0.5941201651980599,0.5931719832637451,0.2441982320068876,0.0723095066614278,0.043408222138279634,0.041140646654884525,0.05428223503109172,0.044263122500018286,0.044416686095885984,0.009064993618214008
diagnosis ~ sd + range + median + Gender + (1|study),0.6147010247145342,0.4905516366164053,0.5522001302142292,0.5575565741016139,0.5526263306654698,0.5517276821453788,0.2512532552726957,0.03700433734409846,0.0412546888628471,0.013475182366316974,0.013059899674873764,0.009004501823059398,0.008899956950389257,0.0018144171237381252
diagnosis ~ sd + range + mean_abs + coef_var + (1|study),0.6808005599954158,0.516463552954874,0.5871539719294613,0.622504401741931,0.598632056475145,0.598559291667108,0.23656641592646,0.04870031320699341,0.02302401335748558,0.016212945546453597,0.04342389633359477,0.02479001467569381,0.023973851278818754,0.007269104655416328
diagnosis ~ sd + range + mean_abs + se + (1|study),0.6946196686031308,0.47750109716768824,0.57172581529571,0.6230920328548117,0.5860603828854095,0.5858556343810193,0.24072092584255098,0.06385690730792273,0.026846139996318668,0.013866833994089497,0.04984110754266864,0.024743694814568624,0.023896428368857994,0.008474485452854782
diagnosis ~ sd + range + mean_abs + Gender + (1|study),0.6386573336115083,0.3984211262112636,0.5130579340586807,0.543039026979621,0.5368407977845573,0.5182889034775284,0.25457480421142525,0.0768087396060409,0.030570020882689376,0.01825693478993321,0.052187921088033336,0.02170176094209879,0.026563025425632106,0.0069081766989450176
diagnosis ~ sd + range + coef_var + se + (1|study),0.6659569234916403,0.5497992135508637,0.6013397795046931,0.6244096139894973,0.6078780685212519,0.607665343486623,0.23092887302022141,0.049197877609031694,0.03935218337297473,0.023163217571431274,0.04381859000744151,0.028410829813714858,0.027745378953129892,0.008898951613359437
diagnosis ~ sd + range + coef_var + Gender + (1|study),0.6458292155221674,0.4976652876186065,0.5653149312940253,0.5859028196702102,0.571747251570387,0.5713723428022036,0.24094722053692097,0.044453883828703446,0.024887121380261067,0.007404891410017922,0.024589840853726834,0.012449829847703915,0.012100699802433708,0.0038773672921897243
diagnosis ~ sd + range + se + Gender + (1|study),0.6049126714650517,0.5025280242591872,0.5502187905592235,0.5691795731012677,0.5613069907726315,0.552420742741237,0.2499493990364439,0.07327544507147753,0.04741729918832574,0.02215172607918891,0.04720248003542392,0.02568368048226224,0.029566217734172277,0.007458816071030911
diagnosis ~ sd + iqr + median + mean_abs + (1|study),0.7017580060741162,0.43943793790946056,0.5614712117250189,0.6011790076950321,0.5705979719917883,0.5707326386492632,0.24460429662245176,0.05389786833694906,0.05302870367611878,0.012822127849011059,0.03747084632421969,0.01795769758956957,0.01679377294730115,0.003998740709583539
diagnosis ~ sd + iqr + median + coef_var + (1|study),0.7533766286960424,0.396289303925678,0.5579514439908807,0.6206492403473476,0.5748329663108601,0.5758639909094749,0.241417185638587,0.039072885941039436,0.012559706487360744,0.011181866908137992,0.03823048004128239,0.01877807793535847,0.01782332817251391,0.003604254117249913
diagnosis ~ sd + iqr + median + se + (1|study),0.5948555389789416,0.5780137036844709,0.5887109694094048,0.5911879317478779,0.6129993664319994,0.5856443150527024,0.24360959247261205,0.06922088410871438,0.054316533467303856,0.0486331182627997,0.05659889331357102,0.03246234740734697,0.048813409504490986,0.008446029827526864
diagnosis ~ sd + iqr + median + Gender + (1|study),0.597326800726053,0.45554711336195786,0.5281371595423502,0.5256603968074178,0.5387701155215947,0.5258964836710489,0.2520047722338133,0.03298091250430572,0.04048506226983754,0.02258471542763316,0.019066570639657644,0.01446247071363914,0.0206014249008287,0.002633352723581962
diagnosis ~ sd + iqr + mean_abs + coef_var + (1|study),0.7607172668817815,0.43792557331204507,0.580431783880498,0.6458929986534754,0.5993214200969134,0.6002060871635397,0.23795575067271624,0.02950114297518359,0.03669575140095948,0.009414106382586947,0.022149190322322328,0.01056546404341703,0.009290729396411722,0.0041524148804771635
diagnosis ~ sd + iqr + mean_abs + se + (1|study),0.6918689488857395,0.47488129511090155,0.5697283551292756,0.622079032079032,0.5833751219983204,0.582713374662295,0.2395827847333935,0.06826268400061541,0.03769589902407768,0.01720099929565964,0.04972348180173943,0.025737666221770122,0.025361550196845096,0.008367337484497746
diagnosis ~ sd + iqr + mean_abs + Gender + (1|study),0.6652549417769412,0.3876469312308793,0.5195766446007404,0.5556701872491346,0.5401479697847869,0.526594423418157,0.25249320301631206,0.07380851266357782,0.02951670500447797,0.017117013948729633,0.05450788314845017,0.02153103218942788,0.025901211290437383,0.00528634798718792
diagnosis ~ sd + iqr + coef_var + se + (1|study),0.6999359427309149,0.505668400187473,0.5924965903004789,0.6257960703020397,0.6028021714591939,0.603180057381379,0.23050798230319217,0.03896683221185963,0.04626014707360685,0.020763283381783893,0.037018817108313826,0.025346851062749844,0.024444850784025317,0.007766081711428888
diagnosis ~ sd + iqr + coef_var + Gender + (1|study),0.6549465942254735,0.43769530268121365,0.5386348228616191,0.5667693468078729,0.5478480219510413,0.547214986091461,0.24146998905722092,0.056046140332765414,0.016777331073717056,0.016078024129159332,0.03180990304932712,0.019362607736641134,0.02119371768752578,0.0022351193153576218
diagnosis ~ sd + iqr + se + Gender + (1|study),0.6113976338710667,0.4979429027226571,0.5501175323073058,0.5740552058217221,0.5638317143569803,0.5532072947025588,0.24918201757570288,0.07731594550306645,0.048713146756696774,0.017432657037239577,0.04424725667034745,0.019733263752660133,0.02542473549836326,0.008224916852553825
diagnosis ~ sd + median + mean_abs + coef_var + (1|study),0.7608644185200012,0.40727477046026217,0.5659014989643686,0.6348737081578149,0.5840695944901316,0.5850273502079231,0.23998212570077396,0.04209844884603448,0.030793606984559584,0.005505269214401553,0.034548443510504956,0.013896734298226448,0.01227107392383261,0.004306650810244845
diagnosis ~ sd + median + mean_abs + se + (1|study),0.6541725398861042,0.5091008682843047,0.5776521616332788,0.5997918700559713,0.5892233469957165,0.5811574093524301,0.23943459842814796,0.06463293202450138,0.0621735366591873,0.030607350314973632,0.04623401259720256,0.028702200478552934,0.03347366622777237,0.009210858066416019
diagnosis ~ sd + median + mean_abs + Gender + (1|study),0.7060792007928796,0.45246671621003043,0.5694818766108685,0.6047305510970203,0.579272958501455,0.5796863699809089,0.24310319436532418,0.03820237759184845,0.047000967293601065,0.013489381974961148,0.009586343514425699,0.007657314384665893,0.008927360940079569,0.0030645880178414467
diagnosis ~ sd + median + coef_var + se + (1|study),0.6840348392046023,0.48615527595827523,0.5730077557071422,0.6144308585404477,0.5850950575814388,0.5849337172491216,0.23363625056347556,0.05703742741456903,0.02918171394885989,0.016132533834825664,0.048757247100997686,0.02648618515992497,0.02550079946093614,0.008764120103250788
diagnosis ~ sd + median + coef_var + Gender + (1|study),0.6783357196124704,0.4288746335078946,0.5434635730455114,0.5784345614024847,0.5536051765601825,0.5546291313590102,0.24195489470978965,0.057657610286409054,0.023711273597778,0.017296400948959352,0.028923220855843076,0.019931761974553357,0.0211201629238437,0.0023774560317683046
diagnosis ~ sd + median + se + Gender + (1|study),0.6375476129272301,0.530247002075736,0.5802600203547362,0.5959939983436224,0.583897307501483,0.5825838584603513,0.24278740992002873,0.057745733416426644,0.04995034737164402,0.018642345134098137,0.02958148949396315,0.02126568092087905,0.021718617625396407,0.004203989165395129
diagnosis ~ sd + mean_abs + coef_var + se + (1|study),0.7014980744987199,0.48756261558151215,0.5836412598720542,0.6235225537820958,0.594530345040116,0.594800200938403,0.23121973832663523,0.0522798200934826,0.0507006411116768,0.019928770819297278,0.04285058336287746,0.02622578957192666,0.02520977174551519,0.008550720657259547
diagnosis ~ sd + mean_abs + coef_var + Gender + (1|study),0.6979357306695249,0.4214308135041859,0.5511367091158816,0.5848106742441529,0.5596832720868553,0.5608419822617298,0.24116813616180266,0.048969996746990166,0.04243134033634378,0.009761394607240192,0.01633410287659106,0.00825982885226394,0.009803634866247338,0.0028847656400798473
diagnosis ~ sd + mean_abs + se + Gender + (1|study),0.6606232768750989,0.46605259232627794,0.5535346799986122,0.5957750311968948,0.5633379346006884,0.562323161073982,0.24555755879543534,0.07511725245152305,0.042266217015607094,0.014850886518173385,0.04789810769405122,0.024021538162291977,0.0235557903017302,0.009738565632398315
diagnosis ~ sd + coef_var + se + Gender + (1|study),0.66860223296003,0.521863166728658,0.5873536281160325,0.6148805577168116,0.595232699844344,0.594799617108339,0.23305208333095606,0.05107177236509404,0.03861402830347387,0.013030788041871178,0.03360467081662835,0.018524734720757316,0.01798324510255797,0.005487890659842164
diagnosis ~ range + iqr + median + mean_abs + (1|study),0.6901679532262386,0.47576257812997574,0.5711851156209026,0.6150021577168914,0.5829652656781072,0.5826729420058128,0.2439922102577261,0.05848334007656169,0.03814414188319117,0.01666637419156316,0.04461876723651639,0.024245639605884002,0.023598676070827627,0.005218953804081946
diagnosis ~ range + iqr + median + coef_var + (1|study),0.7535807201290043,0.43183265060060355,0.5740779878262041,0.6361500555235495,0.592706685364804,0.5934585381151227,0.24378678327876177,0.026093259129129538,0.018575009636624507,0.006058077828474732,0.02190859452410709,0.008286564390899037,0.007620403031474136,0.0029688720781480852
diagnosis ~ range + iqr + median + se + (1|study),0.5793220825114526,0.6054996363755626,0.5982273885213433,0.5915398472766558,0.5924108594435076,0.5916310976443563,0.24586488396585135,0.06226669543023074,0.04555307665409191,0.042351727360220956,0.04736097592984001,0.041792820264793744,0.042106666206703766,0.009731351774353938
diagnosis ~ range + iqr + median + Gender + (1|study),0.6110766615040176,0.4694625787345671,0.5417391983800932,0.5402949583263277,0.5402696201192924,0.5395879533008879,0.2513192880267434,0.028021995278791238,0.045874378061777576,0.018899330582833822,0.010745132722567486,0.0142993899424765,0.014669468127845814,0.002080688999413397
diagnosis ~ range + iqr + mean_abs + coef_var + (1|study),0.7546627931330042,0.42297855911963544,0.5711636710787905,0.6325883886641599,0.5888206761263199,0.5895900878689462,0.24015867220199172,0.02973569313504217,0.028209829978606285,0.0056857413777185555,0.019360662234138983,0.0059719673524138836,0.004727359551483594,0.0037590794632388095
diagnosis ~ range + iqr + mean_abs + se + (1|study),0.6948954038972485,0.4733679449467384,0.5689820236260914,0.6269777410164507,0.5841316744219934,0.5835620521553047,0.24295989193559744,0.07085748906640593,0.030300959745742116,0.017519713917437018,0.05410450379519967,0.026792617647293883,0.02626309593270999,0.009614775725976316
diagnosis ~ range + iqr + mean_abs + Gender + (1|study),0.6565258563567571,0.39083996458254083,0.5173494126350594,0.556766292185402,0.53432579675513,0.5235955056179775,0.25334571357335783,0.07838411092345839,0.03373252926254107,0.015255893816949659,0.059884439361944083,0.02237621481039845,0.025062535225290138,0.005049933104876132
diagnosis ~ range + iqr + coef_var + se + (1|study),0.6747921556252159,0.5237995734897783,0.5909362453991939,0.6190649202247616,0.5992958645574971,0.5992912700646973,0.23135311700896558,0.0492409526763007,0.04111439706804914,0.024471070836000534,0.0449737112829886,0.029952235644590666,0.0292267897668088,0.008849495898923112
diagnosis ~ range + iqr + coef_var + Gender + (1|study),0.6173767461268026,0.452016693181725,0.5298986745989486,0.5504414937976582,0.5346967196542638,0.5350870870793984,0.24557952395284052,0.06406614441233685,0.030043008990698214,0.0176942725840162,0.03470871911951625,0.02154644784573421,0.021982643205919014,0.0030604469489982976
diagnosis ~ range + iqr + se + Gender + (1|study),0.5903188325848971,0.4685622552284937,0.5259502378047116,0.5421314215411677,0.5523154217732396,0.5282540185643995,0.25266421311625986,0.07058727782528816,0.038468114025786794,0.01891223482068668,0.04114842430433372,0.0163814163970316,0.02676290997396548,0.009166087886307631
diagnosis ~ range + median + mean_abs + coef_var + (1|study),0.7389660080321026,0.43332587118510096,0.5701186614988702,0.6277088020881207,0.5861459396086017,0.5866664152900012,0.24486414799764497,0.0462954198905618,0.03981775751833697,0.014589399055025133,0.03736589766301552,0.021550260237715627,0.02065267005003642,0.003527440158845877
diagnosis ~ range + median + mean_abs + se + (1|study),0.6455527387193832,0.5468403558276934,0.5917441902629603,0.6144688542232518,0.5961965472735383,0.5954462767915446,0.24022544674195015,0.06524004982838938,0.0497808940531014,0.03301517114582074,0.053619578750405954,0.03676580013895247,0.036358791720162355,0.009981064846815569
diagnosis ~ range + median + mean_abs + Gender + (1|study),0.70937922205955,0.44787340370279916,0.5684999055368946,0.6040461409780158,0.5786263128811746,0.5788977998296148,0.2447558728135503,0.03456487782333068,0.04537163533493733,0.014403654107978364,0.01625921460320564,0.011561045200387877,0.012141193016309827,0.002323515655324312
diagnosis ~ range + median + coef_var + se + (1|study),0.6886155922222904,0.5032629464751951,0.5838194547583818,0.626361223317745,0.5959392693487428,0.5955290545843869,0.23369343281891244,0.055684901114507225,0.03374738896796781,0.014173148040242096,0.04510180140490002,0.02261468829712772,0.02178211974989195,0.009436388909901302
diagnosis ~ range + median + coef_var + Gender + (1|study),0.677366426545647,0.43405462739738077,0.5502394153353832,0.5682003395585739,0.5557105269715139,0.5563418831657896,0.24745393901506335,0.01964712193570502,0.03442588596884658,0.015646832106858247,0.009366662454632087,0.012126683908958293,0.0131975846811858,0.00268356138020288
diagnosis ~ range + median + se + Gender + (1|study),0.6091954842828411,0.535655030436206,0.5722884140877216,0.5775696095077038,0.5724252573595235,0.5712500536793921,0.24521026851057143,0.04778106326699035,0.045066129476266946,0.01881487731199689,0.026739907651179177,0.020429081294526117,0.020621776515302875,0.0049798355723431505
diagnosis ~ range + mean_abs + coef_var + se + (1|study),0.6869576797295945,0.5088379911300649,0.5863473192086768,0.6266313843609396,0.5978978354298298,0.5977447333194222,0.23152060863384183,0.0595885585613357,0.0416569054589283,0.023373467753565056,0.0511323236316452,0.031101444217657474,0.03031510695812017,0.0093829055256715
diagnosis ~ range + mean_abs + coef_var + Gender + (1|study),0.6801093125014124,0.39992418175805394,0.5354219675820581,0.5552144189075672,0.5400167471297331,0.541155156854578,0.24846821574565275,0.037783511555750555,0.033030276821077904,0.00954756019104735,0.02159458017599999,0.010874930236724839,0.010729516993890775,0.002524092811528892
diagnosis ~ range + mean_abs + se + Gender + (1|study),0.6546158410060143,0.4364387547703708,0.5377673556067503,0.5738742357079292,0.5455272978881925,0.5448839737638795,0.24932565326732065,0.0746221227926849,0.043160925307641075,0.01539098041439359,0.0495703351077661,0.02609190329093443,0.02525809737534235,0.010287129395275917
diagnosis ~ range + coef_var + se + Gender + (1|study),0.6714698336115084,0.5237896474246768,0.5892290927251905,0.6186077356901726,0.5976297405180926,0.5970438812107154,0.23378687024113037,0.05148383256212601,0.037228261204859905,0.010143475460208086,0.030820595318216664,0.01453851845728816,0.01423359572782851,0.006798092443052744
diagnosis ~ iqr + median + mean_abs + coef_var + (1|study),0.7413516179618217,0.44703270698496,0.5779767861801917,0.6332709284627093,0.5941921624733909,0.5948884368634725,0.2403522714701454,0.03197809607127359,0.036384079262070136,0.008951695581480375,0.022194636137618927,0.010162173129855383,0.009108008773405335,0.0042351560210665785
diagnosis ~ iqr + median + mean_abs + se + (1|study),0.6407290482943081,0.4756511635360843,0.5537588019163882,0.5757821718770021,0.5807201363767169,0.5577739290898237,0.24280060749743287,0.07033754300755088,0.05967615209692342,0.02860740314112444,0.04550012883373931,0.018121786226155803,0.03297119917995893,0.007864665553471876
diagnosis ~ iqr + median + mean_abs + Gender + (1|study),0.7077851196663837,0.46173838155529223,0.5740192305729913,0.6105522671561069,0.584761750610838,0.5849724420571937,0.24219489962168703,0.03693005708246821,0.04502250197644534,0.013644737900139304,0.010519210002769919,0.008675888907053517,0.009648963607695939,0.0032080968489433376
diagnosis ~ iqr + median + coef_var + se + (1|study),0.6751342332457377,0.4951431063622806,0.5746131615892499,0.6116608072775761,0.5851386698040092,0.5849164341335529,0.23225838838762708,0.056624543358703316,0.033222977895633214,0.018157172944344217,0.0484213037887304,0.027124923386985068,0.0262087800062598,0.009182506351721907
diagnosis ~ iqr + median + coef_var + Gender + (1|study),0.6552674303970532,0.45864219463021827,0.5527711710346916,0.5679526340003652,0.5569548125136358,0.557184391650431,0.24425203217186423,0.0363570060470177,0.0403607893408594,0.018236221914316283,0.01974003957513742,0.016820435330150166,0.01770888149763527,0.0031146743921828743
diagnosis ~ iqr + median + se + Gender + (1|study),0.579079518380537,0.4963453280119355,0.535372634680833,0.5452156416361743,0.5596677079827181,0.5365347693690861,0.24773267428051485,0.06400169867227133,0.0385731873648149,0.020215279260104402,0.0306864663537682,0.003982059283517606,0.023719179009308124,0.0032857643132385528
diagnosis ~ iqr + mean_abs + coef_var + se + (1|study),0.6986927151767354,0.4950108789176589,0.5862608161715918,0.6249172584619636,0.5968517970471972,0.5970303677753115,0.23050586591619274,0.053712167439928606,0.05174062485193359,0.024014264480866934,0.047306922218878805,0.030388894321871012,0.029448731554764383,0.008533952149294506
diagnosis ~ iqr + mean_abs + coef_var + Gender + (1|study),0.6594947713046033,0.4729638335929349,0.5549194687958733,0.5939293555469456,0.5662293024487691,0.5661164979940879,0.24277141574784,0.0705408657694867,0.027117294215261878,0.016502493998536077,0.04282268334389209,0.025163166515111256,0.024950239861968322,0.004837726833364644
diagnosis ~ iqr + mean_abs + se + Gender + (1|study),0.6474473185835994,0.42612374693263055,0.5299789237118077,0.5662769207908839,0.536785532758115,0.53589274444315,0.24821000952292102,0.07879066841750627,0.043297657485289597,0.018432159840194313,0.05519101528090913,0.029722872738408634,0.028814776881608894,0.009263550886275162
diagnosis ~ iqr + coef_var + se + Gender + (1|study),0.6611870504540656,0.5416856719548534,0.5944049708286844,0.6189116713802856,0.6014363612044595,0.6009003794274733,0.2302024080244711,0.050684245749546344,0.034275257448862693,0.010187160997478302,0.03127507525963752,0.015739372921706286,0.015245862153822714,0.0074301688098868165
diagnosis ~ median + mean_abs + coef_var + se + (1|study),0.7007147740002647,0.4923324107931651,0.5828746377329374,0.6351568756619907,0.5965235923967149,0.5962359438062981,0.2325037980186683,0.06315875832379589,0.04134493977283431,0.0180508765800142,0.055109826930372176,0.027656800487701503,0.026649937704768513,0.009736176716214734
diagnosis ~ median + mean_abs + coef_var + Gender + (1|study),0.7076783726840717,0.44936594101623195,0.5687932754159858,0.6020646021884266,0.5785221568501518,0.5789258721635605,0.24432823739213835,0.031130689731215824,0.045517771915995264,0.01450457840063779,0.009328876769118482,0.009982141330414898,0.010886292522423251,0.0023987931752271737
diagnosis ~ median + mean_abs + se + Gender + (1|study),0.6699044281081622,0.5023623496606959,0.5789941144935012,0.6035109961338498,0.5861333888844291,0.5856793409772787,0.2402926824578632,0.048948186123390074,0.04713254990942967,0.017533722853475063,0.03136296972690888,0.02158822282467242,0.02135498222359378,0.004476889090329507
diagnosis ~ median + coef_var + se + Gender + (1|study),0.6682857247778097,0.5280574992891911,0.5922632143722353,0.6132488263307809,0.5981716120335003,0.5976930721172886,0.23256755721328928,0.04493914054200996,0.04795697818431183,0.018027270173937467,0.026880031735019086,0.019455868191604157,0.019481421870337978,0.005717810717030489
diagnosis ~ mean_abs + coef_var + se + Gender + (1|study),0.6808928399923165,0.5171984089142939,0.5887006661668102,0.625387550064658,0.5990456244533052,0.5986279770435691,0.2314975089497885,0.057302809576362045,0.03747415880778271,0.012519108472347237,0.041480760307459626,0.021095470628124956,0.0202267154529461,0.008804188019299794
diagnosis ~ mean + sd + range + iqr + median + (1|study),0.5994526959842715,0.5557867054665246,0.5776567445222083,0.5887544784517832,0.5776197007253981,0.5766402152854935,0.24839328041659756,0.06719096893516548,0.044478008588625294,0.027311641564670454,0.04995373858343782,0.032243152018563176,0.03195459869741591,0.007313140543346692
diagnosis ~ mean + sd + range + iqr + mean_abs + (1|study),0.6383014750271987,0.5181720826044074,0.5726117978772914,0.5992604401922752,0.578236778815803,0.5774373023730384,0.24452526060865387,0.0644555764363199,0.040744531416477194,0.02167564072216786,0.05152266748344701,0.02882121676187343,0.028181150818229337,0.0077791047155736925
diagnosis ~ mean + sd + range + iqr + coef_var + (1|study),0.6645858487459525,0.5076394260158646,0.5764242349674719,0.6076003941857601,0.5861126373809086,0.5857363895149706,0.2413957636872964,0.05046606315838646,0.02050461129908494,0.014695538527736418,0.04254466503185914,0.02346235772923175,0.0226809364269422,0.007605066100044904
diagnosis ~ mean + sd + range + iqr + se + (1|study),0.5974628398228289,0.5889848795012138,0.5989735800908367,0.5964514998052202,0.5932238596620213,0.5924279917382421,0.2430579797047876,0.0652867071014087,0.05625745595306564,0.043498266255901405,0.04857081108366103,0.040908881916904366,0.04102828167946766,0.009603486371414945
diagnosis ~ mean + sd + range + iqr + Gender + (1|study),0.6283043341231997,0.5192479280943753,0.5722069606565542,0.5807532222433621,0.5737761311087876,0.5728072477478804,0.2454775220596318,0.04011242140878948,0.0441671225836656,0.017863529526602803,0.022068744860472212,0.016825564307818123,0.016818386687049786,0.0033056430239766297
diagnosis ~ mean + sd + range + median + mean_abs + (1|study),0.6413089938241912,0.5195615412309365,0.5759720164157353,0.600677559912854,0.5804352675275638,0.5796471980870236,0.24375330250677957,0.06488443378128643,0.04950323494340665,0.028667988405535826,0.05331783428160122,0.03325028186018922,0.03271369969516198,0.007405492658181809
diagnosis ~ mean + sd + range + median + coef_var + (1|study),0.6616885776592619,0.5049083667245832,0.5740673981422503,0.6048149650146749,0.5832984721919225,0.5827915981927103,0.24103569825017193,0.04989987266016059,0.01865996440098352,0.00797827227660397,0.038883551521988406,0.018062253698338315,0.017142057139281564,0.0065476565688758
diagnosis ~ mean + sd + range + median + se + (1|study),0.6125781106238116,0.5668300222845752,0.5941921914438922,0.5976697312616762,0.5897040664541934,0.5886222460047306,0.24221980121006187,0.0641400391275486,0.06233296232130054,0.03845380772324195,0.04236588178249044,0.03392254241822921,0.03403257600296611,0.009015865024448311
diagnosis ~ mean + sd + range + median + Gender + (1|study),0.6176646381276291,0.518011207467515,0.5677460509271242,0.5725356906036644,0.5678379227975721,0.5668430696597714,0.24585411582281894,0.037158975126380986,0.04455728815998858,0.01596589893316614,0.014704558350571661,0.01160681337720753,0.011633682795741401,0.002068757854961794
diagnosis ~ mean + sd + range + mean_abs + coef_var + (1|study),0.6750530557017275,0.5138527700761396,0.5829892939848504,0.6204134240785218,0.5944529128889335,0.5939620488734427,0.23943467797784532,0.05537125816174925,0.023889855063063393,0.016222870996075084,0.044720469639064085,0.024475857217749898,0.023818095299718667,0.0076071806306158615
diagnosis ~ mean + sd + range + mean_abs + se + (1|study),0.6451999268781657,0.5457898079312614,0.5926238183846021,0.6112854815154936,0.5954948674047136,0.594722942376283,0.2395465619742418,0.05967788579462526,0.05231931229283153,0.02566974339909406,0.04189694815423265,0.027745652885905386,0.027428795508304772,0.009712221365804963
diagnosis ~ mean + sd + range + mean_abs + Gender + (1|study),0.6388593518467702,0.5115104257640067,0.5707395373256364,0.5868834170768239,0.5751848888053885,0.5742433155045985,0.24232153288580086,0.04715153980454591,0.03971038701261347,0.014865352959273118,0.026277524659810363,0.017373671802816668,0.017445766338504653,0.004010622805246251
diagnosis ~ mean + sd + range + coef_var + se + (1|study),0.6752220440135331,0.5152620684097615,0.5838457852867428,0.6216625343145114,0.5952420562116474,0.5947911050211752,0.2335860897819544,0.05693856890955855,0.026174607772186664,0.01652112122646726,0.0478775603819133,0.026133646480689266,0.02535779488401852,0.00930062217523946
diagnosis ~ mean + sd + range + coef_var + Gender + (1|study),0.6339542619295124,0.5117156099941769,0.5685382482618255,0.5835078914131244,0.5728349359618446,0.5722352494558451,0.24050795778643563,0.04177160646855148,0.02969588787070417,0.009020343561646759,0.01955486422120791,0.009154115116156582,0.008971442538106946,0.0031578239582016627
diagnosis ~ mean + sd + range + se + Gender + (1|study),0.6417749588790568,0.5546554570458125,0.5990842518561431,0.6045383994383994,0.5982152079624347,0.597100355616517,0.23913954597813378,0.04425876918450816,0.05818652192591669,0.024218704805914433,0.02635187314569143,0.02217750791655835,0.022238359675217798,0.0046800105253458355
diagnosis ~ mean + sd + iqr + median + mean_abs + (1|study),0.7062468473270983,0.4425631286559661,0.5650000966131679,0.6069342448427327,0.5744049879915323,0.57450095719036,0.24485510753780565,0.055351560586708225,0.0571387593632442,0.014448548209606928,0.03527166775458069,0.017883854193769925,0.01700296137178149,0.004045782560276536
diagnosis ~ mean + sd + iqr + median + coef_var + (1|study),0.7411595974828656,0.39939007911947644,0.554757826612956,0.6116052811000693,0.570274838301171,0.5712951453385786,0.24156991478809495,0.04300461040216356,0.01333872011933142,0.012876279762330143,0.036097914755495494,0.01966638286007832,0.019081610295763426,0.0035512318177738957
diagnosis ~ mean + sd + iqr + median + se + (1|study),0.608046927712691,0.5255279428464046,0.5670540380405868,0.5773325827438099,0.590317523215636,0.5659939373224094,0.24219502950231306,0.06939068821651158,0.060965531936819375,0.038094908803010724,0.04527507048394361,0.021676133382408824,0.03738861016299997,0.008239702442147568
diagnosis ~ mean + sd + iqr + median + Gender + (1|study),0.6627214487888894,0.47388482501345214,0.5635450874010508,0.5773423965573552,0.5683031369011707,0.5686319123685427,0.2475338021462644,0.022981729655022338,0.043345428511237884,0.024094354185291413,0.020905226167332366,0.02212958830529482,0.022541723258858486,0.002468677886176278
diagnosis ~ mean + sd + iqr + mean_abs + coef_var + (1|study),0.7428635793541389,0.428864641186205,0.5689479759425289,0.6296801214953456,0.5858641102701719,0.5864970143783962,0.2396811162280756,0.043116208983700645,0.028819659509814317,0.0035112038285812666,0.029582886682522985,0.010928792938382476,0.00966346160137194,0.0045508928966561885
diagnosis ~ mean + sd + iqr + mean_abs + se + (1|study),0.6527284895902272,0.5258650522255133,0.586493102022311,0.606063730539308,0.5892967709078702,0.5887392748380609,0.23908548695632795,0.06196005794280918,0.061834009113088256,0.03068148845616224,0.04630988341292389,0.03318804661270655,0.03273549946892342,0.008913327464459773
