model,SEN,SPE,PPV,NPV,AUC,ACC,SEN_SE,SPE_SE,PPV_SE,NPV_SE,AUC_SE,ACC_SE
diagnosis ~ sd + iqr + median + coef_var + (1|ID) + (1|study),0.17214779448083498,0.14963975050750478,0.16719470307808162,0.14702168954623374,0.8391062275058301,0.16193553961356813,0.04283009583540977,0.04684976058610027,0.035396263065854416,0.04442672645862123,0.033402305466585014,0.03318694786173255
diagnosis ~ sd + iqr + median + se + (1|ID) + (1|study),0.12601771307831622,0.19102312263821145,0.1353605255431591,0.17384652494236497,0.8414795821417361,0.15875110544634313,0.03165755268529498,0.0466068551780106,0.030549622269811498,0.03714150078209654,0.03155890270431753,0.03157295199711111
diagnosis ~ sd + iqr + median + Gender + (1|ID) + (1|study),0.21722436357370453,0.1693709044628864,0.2008704213862809,0.1590383701461569,0.8067023659817045,0.1928429106485134,0.05059462122942367,0.07007449235089884,0.028851497963955804,0.05116134738624322,0.0321233175783365,0.03125722019173304
diagnosis ~ sd + iqr + mean_abs + coef_var + (1|ID) + (1|study),0.2474470714140439,0.11701451789511765,0.2190625135586067,0.13384454891112452,0.8177692053454192,0.18248612414384036,0.04417691575604259,0.037362879703354605,0.03617120134120007,0.04198040813792637,0.038475928374277345,0.03813987856044193
diagnosis ~ sd + iqr + mean_abs + se + (1|ID) + (1|study),0.22563790426850724,0.17010227781039536,0.2092430260825938,0.1648151573568942,0.8021299089605487,0.1967652284313681,0.051448763763889155,0.05985132742813523,0.03249044971084468,0.04281331374377032,0.032595626504130865,0.03217860878466117
diagnosis ~ sd + iqr + mean_abs + Gender + (1|ID) + (1|study),0.19369964803055298,0.16689040274149886,0.17895812506305658,0.14152795864732912,0.8197049746139741,0.17916333194959788,0.05815454962708263,0.08444346142341355,0.03382742434889949,0.06068937498304587,0.03707550845084397,0.03644368181481866
diagnosis ~ sd + iqr + coef_var + se + (1|ID) + (1|study),0.22027205498987915,0.17649368231009557,0.21140991118081842,0.1832539364736137,0.8016171313500127,0.19826525176517432,0.038987665273427397,0.03307583741545854,0.034699252834608174,0.03457052091785582,0.03450120798476761,0.0344425483259721
diagnosis ~ sd + iqr + coef_var + Gender + (1|ID) + (1|study),0.20378690998104965,0.19386997359923427,0.1948211948211948,0.17072323831916794,0.8011715582098581,0.19809239345460164,0.049258988923210414,0.08226735320102858,0.02682358040539073,0.0566172876403504,0.03339827628072502,0.032471105051737954
diagnosis ~ sd + iqr + se + Gender + (1|ID) + (1|study),0.2091004198452335,0.17338660859939287,0.19030676238909128,0.14598153351180557,0.8087564857776868,0.189830083727438,0.065606859291469255,0.08947592243814165,0.037681312127922174,0.061563802955156316,0.03927363313910151,0.03869245982600689
diagnosis ~ sd + median + mean_abs + coef_var + (1|ID) + (1|study),0.16319821364004686,0.16210707876276756,0.16177593865613749,0.1581140706535433,0.8373473537985928,0.16346498623693362,0.04272152637708006,0.04191650130937506,0.03645912813169498,0.03896718712876523,0.0329544373296554,0.03285117314429491
diagnosis ~ sd + median + mean_abs + se + (1|ID) + (1|study),0.13044118050600956,0.20024415552707076,0.14080121196109127,0.1821214140145741,0.8346573319834598,0.1655670101333115,0.03201857335794568,0.04396613019128156,0.031088848500744462,0.0356316712201712,0.030740619165365524,0.03071642312609468
diagnosis ~ sd + median + mean_abs + Gender + (1|ID) + (1|study),0.2304574936966719,0.16524383956596633,0.2155748920655362,0.15823377820760257,0.8021493333686809,0.19761319989732348,0.039940609769872064,0.0704894916869886,0.02186095121412676,0.04995089356641976,0.03247886295162484,0.031705276133319554
diagnosis ~ sd + median + coef_var + se + (1|ID) + (1|study),0.1847018338165078,0.1914064335643949,0.1875680650394609,0.1874363022133742,0.8119458663095487,0.1883159194863816,0.03621895133498171,0.037658926436609674,0.03391324438299413,0.036200862681319265,0.03416556960039142,0.034168118979052024
diagnosis ~ sd + median + coef_var + Gender + (1|ID) + (1|study),0.2185847040986967,0.19683866628469743,0.20921135467149993,0.18115751044379894,0.792288314808303,0.20722404263410316,0.04578650751592025,0.07568697673954494,0.02559452138991838,0.0528869832531419,0.0330848514809617,0.03221594903051243
diagnosis ~ sd + median + se + Gender + (1|ID) + (1|study),0.23146598583728534,0.22168925560806113,0.22469063318628874,0.20755174475154037,0.7734223792773267,0.22546148469187874,0.05667716902014563,0.07408217416049866,0.03667572732781723,0.04700902153793808,0.0397384963520515,0.03924794178532539
diagnosis ~ sd + mean_abs + coef_var + se + (1|ID) + (1|study),0.22025782004119357,0.1750607966311175,0.21168058765803996,0.1810695441945442,0.8023406916638445,0.19749585102425712,0.03336099374320368,0.03186236746841817,0.028809408081430708,0.031677636121367855,0.030059580732670586,0.02988285789669636
diagnosis ~ sd + mean_abs + coef_var + Gender + (1|ID) + (1|study),0.19504925433484957,0.19706660965287262,0.18811634967015572,0.17464731247053866,0.803942068006139,0.19501660307962018,0.052506149277681845,0.07923365122471165,0.031637017139824114,0.053394428051477726,0.03641571835168704,0.03578474985439253
diagnosis ~ sd + mean_abs + se + Gender + (1|ID) + (1|study),0.20599435605975006,0.19158728092155625,0.19303788560069918,0.1642453405965177,0.8012091815093468,0.19741487127284146,0.05992117148770833,0.08753509540140403,0.03371390322660186,0.0575829526118487,0.036708283932765325,0.03608073663975123
diagnosis ~ sd + coef_var + se + Gender + (1|ID) + (1|study),0.21288207369002152,0.23242281045373256,0.20952854715453234,0.20738562740664473,0.7773475579281229,0.22145897658895752,0.05160100515467242,0.07732600830984128,0.028142584667720606,0.04619922250912524,0.0311853595007498,0.030638563644474617
diagnosis ~ range + iqr + median + mean_abs + (1|ID) + (1|study),0.11967990231052082,0.18629691183840416,0.12769058537019726,0.16869111581554508,0.8470115929255375,0.15347354545722214,0.03571942444511086,0.048622424202847576,0.0345925348844449,0.04010370930984245,0.03286462132968151,0.03271725293525265
diagnosis ~ range + iqr + median + coef_var + (1|ID) + (1|study),0.15261255698014894,0.16466820232873686,0.14840437612480123,0.15671199984632822,0.8413596203455571,0.1596374690730086,0.05725276649042189,0.054132243811313104,0.04679456445611047,0.048056800476247705,0.04102151672254829,0.04092230548294901
diagnosis ~ range + iqr + median + se + (1|ID) + (1|study),0.11720394938613171,0.17867329630086984,0.12557475821215155,0.16323169205566967,0.8520613771564992,0.14817311717422835,0.03308614253351283,0.04846996372090613,0.032578449900978856,0.04012090947095441,0.0345592052971745,0.03457465157293656
diagnosis ~ range + iqr + median + Gender + (1|ID) + (1|study),0.21731217434149994,0.16343599129090278,0.20098571445835112,0.151486348117023,0.8096259171837986,0.18987531213087538,0.05017381657358406,0.07341445971088104,0.028257218329541374,0.0546636273864013,0.03424423139660971,0.03342240393523752
diagnosis ~ range + iqr + mean_abs + coef_var + (1|ID) + (1|study),0.25490929179970107,0.12038193030452936,0.22620460822790714,0.13631377983191523,0.8123543889478848,0.18777881716339356,0.042516026895529635,0.045757704494863626,0.03663538668684568,0.046978682086806424,0.04160918825729129,0.041222633548309275
diagnosis ~ range + iqr + mean_abs + se + (1|ID) + (1|study),0.21666685498632798,0.16700872044366075,0.20210900387354383,0.15839957951143843,0.8081622122850056,0.19074146573311268,0.051840690163598865,0.06589738597132992,0.033649788543073184,0.047774265861932175,0.03571674096716551,0.035236301259611004
diagnosis ~ range + iqr + mean_abs + Gender + (1|ID) + (1|study),0.198167020842144,0.16380044807674105,0.18149854047811542,0.13916008935219656,0.8190162655405575,0.17991519063370545,0.05975694389805977,0.08462915283327349,0.03416268295978644,0.06109882025938917,0.03719344614296109,0.036516550774308515
diagnosis ~ range + iqr + coef_var + se + (1|ID) + (1|study),0.2143448281636896,0.1690888460263978,0.20497664568751803,0.17570275562529075,0.8082831629049563,0.191463769232497,0.03867075705214132,0.03180353207487797,0.03406019296631681,0.032199750436226283,0.03311259407478632,0.03302891421108702
diagnosis ~ range + iqr + coef_var + Gender + (1|ID) + (1|study),0.19352402649496217,0.1832386692331156,0.1844928008106233,0.16270013602816152,0.8116186521359611,0.187519929262296,0.05111944873234994,0.07911944607203963,0.030478537808246373,0.05514735007614499,0.03602804952720268,0.03526136009074016
diagnosis ~ range + iqr + se + Gender + (1|ID) + (1|study),0.1985551678412433,0.15939330829993795,0.17991293997809407,0.1340171288657744,0.8210257619294093,0.17768261961950652,0.0644532132877795,0.08754638188745914,0.039318135235764114,0.06325226463146862,0.04140305069368423,0.040814647106471355
diagnosis ~ range + median + mean_abs + coef_var + (1|ID) + (1|study),0.11379658086822897,0.17563119959788875,0.12038980971369194,0.159025120881732,0.8552861097669411,0.14521656681620862,0.03746196989363794,0.05211425815080654,0.03640600504429035,0.043018460277312945,0.03536059764282075,0.03525944457064869
diagnosis ~ range + median + mean_abs + se + (1|ID) + (1|study),0.1274627318753087,0.20332051516816213,0.13931633557014123,0.183974432014293,0.8346083764782646,0.1655700640882481,0.03317360137538265,0.04675147895903778,0.03383055222850837,0.03875110229408556,0.03448328332297698,0.03444170764898727
diagnosis ~ range + median + mean_abs + Gender + (1|ID) + (1|study),0.2231689578443748,0.16668671756663403,0.20958067175023304,0.15917692454692337,0.8050721622944955,0.19452909042883734,0.04339310793218706,0.06929208075609215,0.025863124998995447,0.050129468229709324,0.03437078807681859,0.03369748349743989
diagnosis ~ range + median + coef_var + se + (1|ID) + (1|study),0.16677360196863994,0.2019925095270762,0.1753199779686554,0.191509295844428,0.8156169442521419,0.18449087244732912,0.03222452931827964,0.04144259841903682,0.032771521499630356,0.037389110015341384,0.03451512501192153,0.034520184034916856
diagnosis ~ range + median + coef_var + Gender + (1|ID) + (1|study),0.2156501608518936,0.1603974972898985,0.19874918956346582,0.1504156997396505,0.811976170929104,0.18763072313967594,0.04898682173525383,0.07129118352448513,0.028341373912116715,0.051989875218507474,0.03309429774410267,0.03229051902625519
diagnosis ~ range + median + se + Gender + (1|ID) + (1|study),0.21045352687752011,0.1879801314712913,0.2017800556782015,0.1750600870297466,0.8007831708255942,0.1983009808073528,0.055362136053292946,0.07479554016023787,0.03896049695143756,0.05312264796890875,0.04289907643210417,0.04238322751927445
diagnosis ~ range + mean_abs + coef_var + se + (1|ID) + (1|study),0.2158160166679042,0.1739379752202017,0.20768110017504687,0.17674653661294884,0.8051230040559471,0.1944711991198403,0.033475821584131815,0.03841390148984425,0.026598111031333478,0.03228537291442118,0.028830230822007336,0.02855922718156717
diagnosis ~ range + mean_abs + coef_var + Gender + (1|ID) + (1|study),0.18614357887795918,0.17871582888937973,0.17778811678433765,0.15923441131741434,0.8175702961163306,0.18146205226780351,0.053712732909399305,0.07872390318440184,0.03499364723785096,0.05517119476203649,0.03990730849682684,0.039300584150632895
diagnosis ~ range + mean_abs + se + Gender + (1|ID) + (1|study),0.18793380779126864,0.1792528509588695,0.1770862148610954,0.15444795369330513,0.8164066706249309,0.182256664381389,0.057231578419316496,0.08186836281646528,0.03582836734478075,0.05648058419078524,0.037581092893043316,0.03710033366716147
diagnosis ~ range + coef_var + se + Gender + (1|ID) + (1|study),0.21014208819332572,0.22933465713996315,0.20586706106057812,0.2066395266912928,0.7802616273333556,0.21846564881616914,0.0555702432732704,0.07463193188564976,0.03290828924476686,0.04500841399369553,0.03381860344007371,0.03337335325464728
diagnosis ~ iqr + median + mean_abs + coef_var + (1|ID) + (1|study),0.13892143680368804,0.18020106969605038,0.14297557027018123,0.16641060757221388,0.8404387467501307,0.160340268575019,0.041175318235671436,0.04914113262706048,0.03742767401938691,0.041073244385419094,0.032752417721945336,0.032566999939124784
diagnosis ~ iqr + median + mean_abs + se + (1|ID) + (1|study),0.12441130769441852,0.1955315397509299,0.13476943678034065,0.17746443863591937,0.8400285762773257,0.1602209626104753,0.030079829674227822,0.04380968447818436,0.02938723289645861,0.03576251881642224,0.029978584164054647,0.029920527765560555
diagnosis ~ iqr + median + mean_abs + Gender + (1|ID) + (1|study),0.2364617970699613,0.17135147538099815,0.22262785139419194,0.16535499659945363,0.7960933637745202,0.20365443870480657,0.037354186465094794,0.06773294190457768,0.021606285480375072,0.049299692703090994,0.03187139100945572,0.03117310643570003
diagnosis ~ iqr + median + coef_var + se + (1|ID) + (1|study),0.18023446100491675,0.19897400016945124,0.18499156462470473,0.1921093489207962,0.810395769412816,0.18981125181351002,0.03687984625513474,0.0393825400894533,0.03414019254617908,0.03625486032334309,0.03420487694461398,0.03424862825573724
diagnosis ~ iqr + median + coef_var + Gender + (1|ID) + (1|study),0.22753428493948483,0.1710596068284371,0.20986752376097664,0.15714749470712772,0.800703054116039,0.19892976384675193,0.04722698291171794,0.07647710863145005,0.02430244703185321,0.05625694470699838,0.03057634865423873,0.029573956056767235
diagnosis ~ iqr + median + se + Gender + (1|ID) + (1|study),0.21164898008761707,0.20468826648002186,0.20221983259748522,0.18942938461360104,0.7918313767161805,0.20722118652191251,0.05551166711342126,0.07243580079433178,0.034129300338295865,0.04698914566370187,0.035881690722905944,0.03528746502122999
diagnosis ~ iqr + mean_abs + coef_var + se + (1|ID) + (1|study),0.22668754257369486,0.16175545504983282,0.21107138656412286,0.17038256366378457,0.8057785011882361,0.19375352067955182,0.041550913224664955,0.029050838858860076,0.03160387485605762,0.02708638415070396,0.028689399320826096,0.028494651380775282
diagnosis ~ iqr + mean_abs + coef_var + Gender + (1|ID) + (1|study),0.19516360304206198,0.17886593733070924,0.18316066759403227,0.15642260209717618,0.8129852298136143,0.18602180192147202,0.05520781551660786,0.08119612485436216,0.03226863946049509,0.05651141811944682,0.0357866919984974,0.03505660109614275
diagnosis ~ iqr + mean_abs + se + Gender + (1|ID) + (1|study),0.19977655872183678,0.17924022907884046,0.1857722468738154,0.15461703017435502,0.8104916060996613,0.18822363263410663,0.05906054320876924,0.08234455092044808,0.03474100592169859,0.05749499003183775,0.03606204657881028,0.03555581874395146
diagnosis ~ iqr + coef_var + se + Gender + (1|ID) + (1|study),0.21312053682402657,0.2233645078862318,0.20722361826341287,0.20031402312169774,0.7817574776448708,0.21697025054145874,0.05406009197261014,0.07659564057508474,0.030084447031791004,0.046164890768530586,0.03193727488934463,0.03142743709946869
diagnosis ~ median + mean_abs + coef_var + se + (1|ID) + (1|study),0.17416068280942804,0.20956367883410934,0.1820957280678553,0.19865698053238612,0.8081378191782314,0.19207826201276906,0.03439866730748305,0.040123765491902906,0.03232089006483147,0.03513627924481912,0.03260707155041646,0.03265805858735107
diagnosis ~ median + mean_abs + coef_var + Gender + (1|ID) + (1|study),0.23351965209825767,0.16517156605148253,0.2190344932072153,0.15929174119751457,0.8006543909251299,0.19910320113830182,0.03862730782874753,0.06947416909065594,0.022826685441821815,0.051131518794177884,0.03395372505889917,0.033226984111253396
diagnosis ~ median + mean_abs + se + Gender + (1|ID) + (1|study),0.23542012872186907,0.20341991247339072,0.22641092811085414,0.19190943165376087,0.7805799794023701,0.2186679963638831,0.047188464270852576,0.07148087474974994,0.02855383647799397,0.047879914272178005,0.034756649478591306,0.034166834843063855
diagnosis ~ median + coef_var + se + Gender + (1|ID) + (1|study),0.22510633839590388,0.23523696378853845,0.22024563689265234,0.2171329320394312,0.7698283489077788,0.2291410397272501,0.052757053203902525,0.07058135027601414,0.029986079417029774,0.042551679477911025,0.03180653577047237,0.03120091859071235
diagnosis ~ mean_abs + coef_var + se + Gender + (1|ID) + (1|study),0.21607341601642577,0.2279243856627038,0.2111464572922527,0.20541845518423096,0.77800109916043525,0.22078678549334746,0.05277369760841505,0.074771731429675,0.028818005875274194,0.04431440091279395,0.030470453716040003,0.029932730430330432
diagnosis ~ mean + sd + range + iqr + median + (1|ID) + (1|study),0.12591856782090477,0.17697821673871658,0.13252994153323122,0.1621602401998115,0.8485516077201893,0.15203286233958202,0.04280708260021963,0.05666601389097415,0.04097377010708026,0.04953606596465612,0.04187769684320039,0.04172493255068705
diagnosis ~ mean + sd + range + iqr + mean_abs + (1|ID) + (1|study),0.13184579464709434,0.18183372312912308,0.13777181829200041,0.16844176067241762,0.8431602411118913,0.15731581451334817,0.04295768637644656,0.048690204568530585,0.039677755816643664,0.041682024555816086,0.03757868796029642,0.03754228935065126
diagnosis ~ mean + sd + range + iqr + coef_var + (1|ID) + (1|study),0.15163686272626606,0.17881785575294773,0.15965683023207192,0.1676863876863877,0.8347726407603931,0.1656932008314516,0.034570845309146954,0.056796609987081706,0.03685793031478759,0.05183920151311496,0.04269115194472588,0.042426548758626295
diagnosis ~ mean + sd + range + iqr + se + (1|ID) + (1|study),0.12897722549450052,0.2016400037733127,0.13905650964486693,0.183370515345491,0.8346913853660933,0.1655275647509243,0.03704664770452344,0.045670476033507455,0.03570055779732186,0.03799695440423036,0.03442538437204612,0.03441696535738769
diagnosis ~ mean + sd + range + iqr + Gender + (1|ID) + (1|study),0.21751433381650778,0.1664689238795452,0.2069831517618434,0.1581807679179394,0.8080083711519735,0.19148176322420676,0.04359956709630919,0.07301284820838476,0.03043880762334562,0.054298824367039915,0.0401298318286096,0.03940712644805377
diagnosis ~ mean + sd + range + median + mean_abs + (1|ID) + (1|study),0.1273784218355033,0.18642703563635438,0.13456182298810324,0.17118279659078897,0.8430972712640711,0.15733589264261233,0.04231568905679879,0.0496407065769306,0.04019411879236505,0.04246973509800252,0.03821052935895161,0.03816238004522377
diagnosis ~ mean + sd + range + median + coef_var + (1|ID) + (1|study),0.15616297613936084,0.17424895879842353,0.16154211015774642,0.16560979012184446,0.8347940325311078,0.16569592989756518,0.036743478835850836,0.05308889134638588,0.036629304427764645,0.049007164808431314,0.04076595130445104,0.040557793340207475
diagnosis ~ mean + sd + range + median + se + (1|ID) + (1|study),0.13349260468689972,0.19860970074300968,0.14266351659886597,0.18159838084321422,0.8339488472850453,0.16633062785317848,0.036941080028169815,0.04597314173059846,0.03498084032208644,0.03824369764596242,0.03387951951404833,0.03385651743545515
diagnosis ~ mean + sd + range + median + Gender + (1|ID) + (1|study),0.219018093215004,0.17387376016324296,0.20866067907162963,0.1671580216010754,0.8035540733108766,0.19600473546310662,0.04596468389574081,0.07017288533767368,0.03164902315615926,0.05305390007718268,0.04014108111525918,0.03941602956853861
diagnosis ~ mean + sd + range + mean_abs + coef_var + (1|ID) + (1|study),0.1578281221247623,0.17896254771820178,0.16316911468545506,0.1711368811707154,0.8316046650785179,0.1687006307187949,0.03515568597623743,0.04630741783121952,0.034448118122225646,0.04242788956835724,0.03710124950732555,0.03701211456509232
diagnosis ~ mean + sd + range + mean_abs + se + (1|ID) + (1|study),0.14404859091158553,0.20155953928812761,0.1529583771739738,0.18574200395118726,0.8271959349001434,0.17314361048037422,0.03574570075286988,0.04487954494612434,0.032914876785535147,0.03765909624471992,0.032506175636860375,0.03247047314782817
diagnosis ~ mean + sd + range + mean_abs + Gender + (1|ID) + (1|study),0.21608354996820087,0.17291824491929988,0.2050506241200325,0.162614846776031,0.8054991025562496,0.1937232982604696,0.04836162378769944,0.07109977569352584,0.032740892789843004,0.05091534981920014,0.03813345305739719,0.03760952099433326
diagnosis ~ mean + sd + range + coef_var + se + (1|ID) + (1|study),0.17135845598323846,0.1958840455046934,0.17815850815850814,0.18767320587696967,0.816378749256034,0.1837388207695625,0.029589934691572655,0.03936916666141596,0.029883540796039006,0.03573651116609513,0.03228332465810751,0.03228381351116238
diagnosis ~ mean + sd + range + coef_var + Gender + (1|ID) + (1|study),0.20709416474042555,0.18475006068689365,0.19880707694486371,0.1719578988177262,0.8040778872863404,0.19521018444801622,0.050814659204945066,0.07362756603196276,0.033242374533636265,0.05186942287478273,0.039497435618758736,0.03884692965529714
diagnosis ~ mean + sd + range + se + Gender + (1|ID) + (1|study),0.22986718217828814,0.2126065374878533,0.2230826901741548,0.19887569117430176,0.7787631401669293,0.22015774351270728,0.05448321816277465,0.07571953160631513,0.03692863300624879,0.0489851961800496,0.040959418748251146,0.04047687064659087
diagnosis ~ mean + sd + iqr + median + mean_abs + (1|ID) + (1|study),0.12269152210442379,0.18474652424150495,0.13084594774128186,0.1676124573835461,0.8462809768270356,0.15422813320744327,0.03254097104919929,0.048152506806397995,0.031311998540673375,0.03951349925665253,0.030882194129995526,0.030713218093638486
diagnosis ~ mean + sd + iqr + median + coef_var + (1|ID) + (1|study),0.15846680825614917,0.16461035204527047,0.15639139420374448,0.15559902351596058,0.8384614198492901,0.1626191037576195,0.04699837077602713,0.05375448518753392,0.03883071216428306,0.04697321271597067,0.03530923534962177,0.03508923624515699
diagnosis ~ mean + sd + iqr + median + se + (1|ID) + (1|study),0.12892258588990724,0.20322562745195963,0.14003519791396216,0.184009854750137,0.8339258933290665,0.16631353773126895,0.034456217627685144,0.046832893198828,0.03415698507582976,0.038873532312889446,0.03405762619046793,0.033989267788403034
diagnosis ~ mean + sd + iqr + median + Gender + (1|ID) + (1|study),0.22039013646180716,0.16023739652687935,0.2070730513415354,0.15517751605696395,0.8096862335056568,0.19002003215992025,0.04482174241297736,0.07094886230401352,0.029805423487644103,0.05321663855451016,0.03957767443169399,0.03877667022594209
diagnosis ~ mean + sd + iqr + mean_abs + coef_var + (1|ID) + (1|study),0.1615769730385431,0.17099002912888073,0.1595961170161312,0.1637933694496025,0.833716498916288,0.16717911235252908,0.04934532527509486,0.04797754405069481,0.04050596973293017,0.04185585800617782,0.035353714412620724,0.03526382705486617
diagnosis ~ mean + sd + iqr + mean_abs + se + (1|ID) + (1|study),0.14559625569397946,0.21253072752798077,0.15529872457416408,0.19518693527567768,0.8209365083890199,0.17921902953167634,0.04114215474353279,0.04362505766591238,0.03841233071789615,0.037318898782246604,0.03544658102022,0.03548075751011457
diagnosis ~ mean + sd + iqr + mean_abs + Gender + (1|ID) + (1|study),0.2321526783494804,0.15766365108088098,0.21563682391030203,0.1530341446614116,0.8050918352848193,0.19457393284495658,0.042326924642192947,0.06884316459058658,0.025839634285531387,0.048872633691476305,0.034611779024147825,0.033891582974385395
diagnosis ~ mean + sd + iqr + coef_var + se + (1|ID) + (1|study),0.17428166474042556,0.20490711199044648,0.18082900298367785,0.19553562750277947,0.8104056116345639,0.18978292053832313,0.0389222164182171,0.04175291271612881,0.036194722864417,0.03789860159036351,0.03606397358364406,0.036118309278051854
diagnosis ~ mean + sd + iqr + coef_var + Gender + (1|ID) + (1|study),0.22003382389259968,0.18315084198458026,0.20757021251614416,0.16898938253788268,0.7984076670614101,0.20118832790642924,0.04516048728648985,0.0768586256040534,0.024357124790333824,0.05368720573414218,0.03262546145322022,0.03164389471992986
diagnosis ~ mean + sd + iqr + se + Gender + (1|ID) + (1|study),0.2328348965882934,0.21426360647363307,0.22491156405640653,0.19979796440666905,0.7764507484690367,0.2224216997570297,0.05410726199155662,0.07498088503220038,0.03437988514352653,0.04726182490579343,0.03780100488654807,0.03731510342854764
diagnosis ~ mean + sd + median + mean_abs + coef_var + (1|ID) + (1|study),0.16167961902394457,0.17726385303096145,0.16181101816295276,0.16912746974814222,0.830528263972547,0.1702838178327615,0.048917906622400795,0.050525231684854795,0.04226392155401082,0.04524558661192231,0.03885889613638842,0.03875998383290666
diagnosis ~ mean + sd + median + mean_abs + se + (1|ID) + (1|study),0.13185712913671038,0.20460246419845968,0.14245467725640287,0.1848277930720679,0.8317702033324149,0.16858626500399623,0.03171518478102421,0.046410035459750934,0.030440533440008136,0.03738306296307341,0.030186656070024246,0.03007713358584532
diagnosis ~ mean + sd + median + mean_abs + Gender + (1|ID) + (1|study),0.2335344873158637,0.17124659534310602,0.21909695401573476,0.16568000212200185,0.7976094586705151,0.20209938987236775,0.039955705677233076,0.06745742298873997,0.02219336845073515,0.048066944020847324,0.03181842975064287,0.03107069254646247
diagnosis ~ mean + sd + median + coef_var + se + (1|ID) + (1|study),0.17867196100491675,0.19886912013155908,0.18383521893819377,0.1914826426129124,0.8112294594317621,0.1890564710696298,0.03724789714651644,0.04151083679809623,0.03467258544818514,0.037894542094927396,0.03520627261076166,0.0352206427793713
diagnosis ~ mean + sd + median + coef_var + Gender + (1|ID) + (1|study),0.2186766158634026,0.1831670665665861,0.2061418889315084,0.17166211276081664,0.7990781587850057,0.20049332961544142,0.046850663817492776,0.07299968957567453,0.02687632802122876,0.050646380073723025,0.03316128437779454,0.03228791396715193
diagnosis ~ mean + sd + median + se + Gender + (1|ID) + (1|study),0.2327537190442831,0.22623651150450408,0.22775885892668032,0.21171203430581306,0.7705048847256064,0.2284318122756303,0.05270340753392296,0.07168724546425548,0.03354270471409357,0.045283583706632304,0.037056440537600877,0.03657792839566937
diagnosis ~ mean + sd + mean_abs + coef_var + se + (1|ID) + (1|study),0.17588456939633326,0.19754111449047318,0.18203203772971213,0.19044757405005852,0.8132871580565968,0.1867892019291297,0.02869721554459547,0.03486432562667921,0.028710572043759597,0.03253456992518329,0.03012154918875596,0.030142258990527485
diagnosis ~ mean + sd + mean_abs + coef_var + Gender + (1|ID) + (1|study),0.2171580212473003,0.1772791831490282,0.2044363904829021,0.16563081798375914,0.8027813978018358,0.19669083083052563,0.04573957869113621,0.07305885481639347,0.025400993027192984,0.04941737828713272,0.03249083916867062,0.03166954459705145
diagnosis ~ mean + sd + mean_abs + se + Gender + (1|ID) + (1|study),0.23407775591027805,0.20935482564537436,0.225754483545864,0.19937778871371842,0.7782837092221738,0.2208609949496178,0.04878961161577996,0.06781417880802794,0.030083344250769636,0.04477692777437305,0.03481539820265741,0.034267380296172933
diagnosis ~ mean + sd + coef_var + se + Gender + (1|ID) + (1|study),0.22795247060599114,0.2293264661692619,0.222921722821357,0.21195155990001102,0.7713605316123735,0.22761984624980736,0.049771051231995114,0.07114904098418895,0.02693997476406072,0.04239218853791554,0.03068745173989976,0.030106360467070034
diagnosis ~ mean + range + iqr + median + mean_abs + (1|ID) + (1|study),0.124293826491411,0.18632132739111124,0.13231304603699492,0.17014762496368757,0.8446924230587389,0.15573503157667207,0.03596064416033194,0.046975251724425814,0.0342224686588244,0.03896705213065376,0.03312060044508176,0.03303829716046915
diagnosis ~ mean + range + iqr + median + coef_var + (1|ID) + (1|study),0.13469916034988716,0.1800085197690196,0.14091951110151654,0.1650799482290086,0.8426461599405466,0.15804823999675072,0.040970775471827814,0.0560999483349643,0.038930693208409375,0.04905880162418786,0.03938953993286998,0.039149821117901766
diagnosis ~ mean + range + iqr + median + se + (1|ID) + (1|study),0.12156867621232127,0.1909372541000612,0.1313232341030814,0.17366413252376822,0.8437470348438088,0.15650144431023466,0.03480894126850658,0.047681976331591075,0.03444566559033218,0.040014191951799324,0.03514229570166098,0.035113368947986494
diagnosis ~ mean + range + iqr + median + Gender + (1|ID) + (1|study),0.21905126437820613,0.16791623278954065,0.2079233707786732,0.1608213779989481,0.8065162514161266,0.19303116093075934,0.046281191061838416,0.07237585269238835,0.032587842204190295,0.054311915650075183,0.04127612631964127,0.04055434455072322
diagnosis ~ mean + range + iqr + mean_abs + coef_var + (1|ID) + (1|study),0.14367781135696692,0.18317172109189864,0.14676030615827576,0.171169108463105,0.8365752337755672,0.16410910499859782,0.0479449114372265,0.049351935715098966,0.04202862045085351,0.04291827617782633,0.03782497194341308,0.03773040895386939
diagnosis ~ mean + range + iqr + mean_abs + se + (1|ID) + (1|study),0.12905840303851082,0.19716322004036518,0.1404026884976847,0.17944011660228057,0.836889188460562,0.1633257340382897,0.03248780620551761,0.048288235411621715,0.033453928376846125,0.04081048472736397,0.035595299757292975,0.03552610756602476
diagnosis ~ mean + range + iqr + mean_abs + Gender + (1|ID) + (1|study),0.21753266976210384,0.17588250669543526,0.20604327616830204,0.1676420470090902,0.8032924117712305,0.19600441057428358,0.048757052185839395,0.06707888320887741,0.03196220198359426,0.04733731761233031,0.03617216789485394,0.03563078224804513
diagnosis ~ mean + range + iqr + coef_var + se + (1|ID) + (1|study),0.15776938152325856,0.2049179325194871,0.1672609914150009,0.19160245297317036,0.8186563429786272,0.18147759359135363,0.035189914748658124,0.044304326143732045,0.03457235241223134,0.03881848151565504,0.03566070781333756,0.03567590657616411
