model,SEN,SPE,PPV,NPV,AUC,ACC,BRIER,SEN_SE,SPE_SE,PPV_SE,NPV_SE,AUC_SE,ACC_SE,BRIER_SE
diagnosis ~ sd + range + median + se,0.5973472956220521,0.5614782913187886,0.5804610357807288,0.5829752687083245,0.5929538015743343,0.5789563506144317,0.2427278348460219,0.053358864127774346,0.0406260572307127,0.03157700213766618,0.046590963613539954,0.02736293711247917,0.03624069019361019,0.0085264185440265
diagnosis ~ sd + range + median + Gender,0.616182347170524,0.49051362604003174,0.5525401678713613,0.558647182775592,0.5533479866052778,0.5525399682109379,0.24961782886080086,0.03624812396420184,0.03919303693962922,0.009771166117738171,0.009896845261706167,0.0029800545709071113,0.003216354867068426,0.0018357754439065803
diagnosis ~ sd + range + mean_abs + coef_var,0.6823226553395081,0.5119379381165123,0.5862363183160755,0.6191835267748601,0.5971302967280102,0.5972269274528883,0.2351998661727593,0.041965453839831884,0.022875286450038574,0.011793659013067379,0.04019096656680032,0.021580586465255666,0.020480403761601738,0.006311342067025547
diagnosis ~ sd + range + mean_abs + se,0.7046152457813706,0.47933351835485555,0.5757357632726383,0.6329410143846764,0.591974382068113,0.5917316890428752,0.23874813311535392,0.06669999131706646,0.028697058609625386,0.009905418819006069,0.04510020661651806,0.02055580564761038,0.01986564386970444,0.007008053181782944
diagnosis ~ sd + range + mean_abs + Gender,0.6413994831028839,0.4045169683536174,0.5162474274920766,0.5486529459144033,0.5487319623955002,0.5226810648082794,0.2521512825676008,0.07903220987730485,0.03433610382935604,0.022267680674531668,0.052107585572099845,0.01926866846627467,0.02863264365745598,0.005996757642036076
diagnosis ~ sd + range + coef_var + se,0.6789004516039993,0.5179659376537101,0.5887540930673183,0.6161959608265003,0.5984331946288547,0.5987106937379163,0.2307383531195422,0.03342214103067715,0.023941292339096202,0.01106181912041095,0.03232688689419112,0.01882069256434799,0.01782109699914304,0.007668069920713787
diagnosis ~ sd + range + coef_var + Gender,0.6471563848839574,0.516082937843618,0.5752879724759423,0.5960579998003933,0.5816196613637877,0.5811135396631452,0.2391898483381336,0.048460972069939746,0.03158943038359912,0.007228022731858211,0.022121568009371248,0.01054576362197792,0.010530399696846746,0.003137020598364103
diagnosis ~ sd + range + se + Gender,0.6267509995738595,0.4947093741725691,0.5526851851851852,0.5861752649094594,0.568546728053742,0.5595388318565149,0.24770034954627237,0.08395072465673965,0.05013224147522743,0.02850002406564094,0.0556546152791554,0.031126416552766645,0.035013830436565134,0.006699441563619865
diagnosis ~ sd + iqr + median + mean_abs,0.6991592754562448,0.44390209976237904,0.5617934466592569,0.6006042950513539,0.5715306876093119,0.5715814480374368,0.24348247041945945,0.049480869535890565,0.045262995741174046,0.015057011754773149,0.04057814957610561,0.020992584349458852,0.020105130641407305,0.003688368539832106
diagnosis ~ sd + iqr + median + coef_var,0.7903081588955213,0.38412203519367755,0.5652103560649105,0.654051368108115,0.5872150970445994,0.58864705684282,0.24019370220836572,0.038936699057839724,0.018716073752642916,0.010663420674045056,0.03932429646710771,0.01724942887419274,0.0166658573747663,0.0030170330575133124
diagnosis ~ sd + iqr + median + se,0.606093748486717,0.5694670344901154,0.5880911240048905,0.5928093641423939,0.5951371361289128,0.5872475094992643,0.24226035305629479,0.05642024993863524,0.04071738009699933,0.02860513362666344,0.04409644521617294,0.02842102005952506,0.03363883784110225,0.0080392120090253
diagnosis ~ sd + iqr + median + Gender,0.6003011483598434,0.4576965143485681,0.532662700418187,0.5259959442600299,0.5289988313542057,0.5284600019574794,0.250957435219131,0.03192077233128645,0.052776805061454365,0.020096252165001063,0.0138502731369903,0.016364819158860188,0.016588085242306604,0.0029764669609881745
diagnosis ~ sd + iqr + mean_abs + coef_var,0.7638947424916951,0.4361645974320106,0.5802089699447005,0.6459176031991566,0.6000296699618528,0.6010320234087537,0.23693709481801048,0.022245629719290082,0.02931681308793344,0.009237669290781843,0.024953165742110397,0.012841507824547373,0.011491869684672822,0.003501652706533365
diagnosis ~ sd + iqr + mean_abs + se,0.6973210452064037,0.49510875232136164,0.5826704716628869,0.6340961933771911,0.5962148987638827,0.5954452313284065,0.23789922495201618,0.06628950925701173,0.04472514568252143,0.012384993759727974,0.03844191033315712,0.01701784179254611,0.017057327116708505,0.006970104049442805
diagnosis ~ sd + iqr + mean_abs + Gender,0.6546291124978612,0.39994432376082995,0.5184501953341889,0.5582582582582583,0.5272867181293456,0.5272552414653258,0.25074507028474513,0.08403184639611139,0.03717920697181372,0.021091951517769575,0.05458844133086119,0.028118961368506234,0.027913385105081935,0.004666978354463705
diagnosis ~ sd + iqr + coef_var + se,0.7129821168286754,0.4940327494719971,0.5900772083022796,0.629449847268879,0.6035074331503362,0.6040516031682615,0.23052005216731922,0.027143946814519426,0.03322309136499791,0.012683716540822124,0.025332360316128295,0.016383400365111787,0.015484773476348706,0.006993211496199294
diagnosis ~ sd + iqr + coef_var + Gender,0.6739315566314885,0.46272651574575396,0.5606972998116422,0.5908038459683129,0.5683290361886212,0.5691357431665989,0.24034685922467472,0.05615435370046071,0.04523182686508431,0.012169811968826078,0.0212962122914749,0.01171508131836609,0.013165676626488943,0.0014895866289607344
diagnosis ~ sd + iqr + se + Gender,0.6228647677857159,0.4976926474484464,0.5534541062801932,0.5834981005786977,0.5602787076170811,0.5589181041202924,0.24707823619145747,0.08298526078888357,0.052363610757595054,0.025005614960216197,0.04856730197173414,0.03096188906285135,0.03078571508707675,0.007562996513650577
diagnosis ~ sd + median + mean_abs + coef_var,0.778622693554948,0.4149318207285558,0.5752757496552476,0.658455442773453,0.5967772571417519,0.5978619454482378,0.23889464702469382,0.04069204088549813,0.033252459673212865,0.0033949304499628716,0.03224386316690473,0.01005104767900009,0.008240732799348503,0.0037892105772046607
diagnosis ~ sd + median + mean_abs + se,0.6630902862970005,0.5120326808964284,0.5821787581373761,0.6037009569521647,0.5875614835967145,0.5872269183366049,0.23816231602301474,0.053623566275189216,0.05462824277240635,0.029921481837907375,0.04585165123250407,0.034526025251436276,0.03401901689874039,0.008385341331499343
diagnosis ~ sd + median + mean_abs + Gender,0.7017347469145169,0.4492602327709888,0.565829899079298,0.5969993186885764,0.5754974898427528,0.5759547677560858,0.24220169689004023,0.027863615938968026,0.03871040783955958,0.013738306173111042,0.008814104650594115,0.009928329286279217,0.010974813981120235,0.002918920044191968
diagnosis ~ sd + median + coef_var + se,0.6864077779113951,0.4881638775541811,0.5745795718616802,0.6179748015492696,0.587285827732788,0.5872201557999986,0.23318906591037872,0.06306259330931638,0.03579981369105724,0.012360136101112352,0.04104283535614182,0.0215027375850235,0.020762840782772726,0.0077938413823752
diagnosis ~ sd + median + coef_var + Gender,0.6498306333674461,0.4613378853265758,0.5461647048612062,0.579423953576595,0.555584259347011,0.5561616319373123,0.24099746626769383,0.08182230865209726,0.053449555250244966,0.014763351853174952,0.026354400655736698,0.01720642194037148,0.018796210103992017,0.002037673988179267
diagnosis ~ sd + median + se + Gender,0.6206872191346765,0.5366221033137322,0.5795987326186683,0.5869638055347051,0.5786546612242043,0.5773602930539856,0.24158083941269254,0.056221893595933506,0.0561708706481299,0.014335998390685981,0.019208805717136703,0.010749249185521196,0.01131128934690971,0.003735294988344716
diagnosis ~ sd + mean_abs + coef_var + se,0.7162915406270076,0.4956129690976788,0.5925588199083285,0.6360508853101661,0.6059522548623433,0.6062930111584472,0.2308930641060518,0.037581678792111176,0.04022033541005507,0.012929780346214627,0.03230169685952018,0.01681431431597627,0.015488204427133239,0.007410642514345954
diagnosis ~ sd + mean_abs + coef_var + Gender,0.7066704808123787,0.42447193706352954,0.5550334154492315,0.597737885957064,0.5655712089379541,0.5667724271918329,0.24004559274669923,0.057461658452158795,0.04532804858673087,0.009015593291479307,0.019391010801854104,0.008262916306128881,0.010014497169590847,0.0023758941029671157
diagnosis ~ sd + mean_abs + se + Gender,0.663352755143548,0.4654686978617591,0.5543671208693721,0.5963567729786512,0.5644107265026536,0.5635435511430675,0.2436469293979005,0.07734327826576805,0.04808186391149018,0.019450808235718053,0.05094201987152706,0.02883194520099041,0.028275196115540593,0.008834646189652852
diagnosis ~ sd + coef_var + se + Gender,0.6749611489812982,0.5297752054761733,0.5927738812795106,0.6256422721116044,0.6023681772287358,0.6021790594005,0.23230961319648194,0.06270691152022641,0.04369825392986988,0.01055899984359307,0.02427006345739551,0.013723280353696405,0.014280844363430656,0.004503717388595264
diagnosis ~ range + iqr + median + mean_abs,0.7051635788295341,0.4758438708225118,0.5785280625891214,0.620874207040215,0.590503724826023,0.590459823006776,0.2427195858982463,0.04652284179939682,0.04295812763825484,0.01864952560764863,0.042546079829007565,0.024412643095261182,0.023595365709659807,0.005042189696431402
diagnosis ~ range + iqr + median + coef_var,0.7491904238645132,0.4180553426372491,0.5669241122674952,0.6243242658405943,0.5836228832508811,0.5844123395451688,0.24259955683705542,0.02811299405801043,0.023119076342312278,0.006224555695791313,0.024512840596027863,0.010188825059220174,0.0091425856799581,0.0026097009845670242
diagnosis ~ range + iqr + median + se,0.5956234090351469,0.5979655045012655,0.6022496281325267,0.5951399338665893,0.5967944567682062,0.596341797433933,0.24385077513823686,0.047248355829866584,0.040879668541280494,0.032097855875561465,0.041294080320339,0.03412213741137835,0.03409610619420813,0.00919688531236564
diagnosis ~ range + iqr + median + Gender,0.6111430038304219,0.4865656734058727,0.5510632735027621,0.5479958612443796,0.5488543386181473,0.548007514067492,0.2500102229354215,0.026321879603408094,0.05120665975997222,0.02039020926799176,0.009140175559745901,0.014736920953420997,0.015156782013740079,0.00262302780579827
diagnosis ~ range + iqr + mean_abs + coef_var,0.7622479324518897,0.43366771376922053,0.5786994340706973,0.6430460932661466,0.5979578231105551,0.5987333030905481,0.23876936758988998,0.021043873288748075,0.02938294466909861,0.009753217685261103,0.01730399142382856,0.008821015191706461,0.008091317472090787,0.0029124806437047348
diagnosis ~ range + iqr + mean_abs + se,0.6961006228269256,0.4809536948441856,0.5726962565057536,0.6325979756754421,0.5885271588355556,0.5878802629710262,0.24031442500203698,0.07311673757770207,0.03238715265613814,0.016686376260997487,0.05137048611017395,0.024726241199760118,0.024313147310408633,0.008081256639454814
diagnosis ~ range + iqr + mean_abs + Gender,0.6547898988158459,0.39700627888839,0.5180285831338989,0.5605086362449312,0.525898088852118,0.5257488609785791,0.2514565253953818,0.08357803210645054,0.03769722811287014,0.018731625602254172,0.05971938393171964,0.027122257111739764,0.02674542268659545,0.004477069933136613
diagnosis ~ range + iqr + coef_var + se,0.6878459314478769,0.5139429370104415,0.5909101911824268,0.6205537619865441,0.6008944342291591,0.6010547695056364,0.2311269901482945,0.033191792232113,0.03221484075742765,0.0127779158717098,0.030091975457901,0.017452556322159696,0.016444380001869166,0.007726025149756062
diagnosis ~ range + iqr + coef_var + Gender,0.637898639094516,0.47217173194141493,0.550933760513832,0.5720168035385427,0.5550351855179655,0.5554243321517467,0.2442751465117075,0.06336765519311853,0.04876743760457236,0.013423435771948603,0.025791687088558123,0.01357346048687263,0.014152419172274965,0.0026944558236089563
diagnosis ~ range + iqr + se + Gender,0.6033014286198536,0.47751221999241195,0.5342280224455949,0.5588320042154777,0.5559824320996841,0.5392336169428493,0.250009201256162,0.08063172037414115,0.04492364746199222,0.02798266095085002,0.04971559195821365,0.02819358649646496,0.0339807232909023,0.008360027931665584
diagnosis ~ range + median + mean_abs + coef_var,0.7508311959051773,0.41783281574514936,0.567198706372389,0.6299831924853618,0.5843320058251633,0.5851281316906489,0.24390932376268762,0.0432860710749937,0.03513798975116361,0.011103626004172112,0.035712597837055125,0.018978212901454072,0.017901918038502405,0.003307426588799844
diagnosis ~ range + median + mean_abs + se,0.6590651048644582,0.5361792318559025,0.5913518843093016,0.617303457637336,0.5976221683601803,0.5970902161757858,0.23844086710170695,0.057655304279973965,0.04467167609796634,0.02704075416007453,0.05117502925165847,0.03269618572732986,0.03207082739464776,0.008946705286118899
diagnosis ~ range + median + mean_abs + Gender,0.7049245204708853,0.44780293153930373,0.5667903619928822,0.5979825024931146,0.5763637260050944,0.5766700420190838,0.24400430983648916,0.026364886503682558,0.04152037337074763,0.014203251728625204,0.012194345555599628,0.011135119626455742,0.01171891567838167,0.002408008312729487
diagnosis ~ range + median + coef_var + se,0.6867748247012981,0.4928142121375278,0.5768039571013167,0.6215511177782983,0.5897945184194129,0.5894989909825992,0.23324635588462195,0.062499679737713115,0.03188475986272493,0.011505988827160163,0.04454107500189944,0.02227291156001942,0.021428562710492958,0.008372241745617726
diagnosis ~ range + median + coef_var + Gender,0.6832936533718367,0.44493175612838237,0.5583927631245393,0.577229033758639,0.5641127047501096,0.5647214806675245,0.2466257647093055,0.01816239786489954,0.042873526225711105,0.020346073882017614,0.013656524150270867,0.016856437155016564,0.017729395378777463,0.0028358920618793996
diagnosis ~ range + median + se + Gender,0.6164372092478944,0.538785637658787,0.576698293123866,0.5840352894945996,0.5776114234533406,0.5764717841912707,0.24366091781326923,0.0494797542139101,0.04540713886776561,0.01802081025756634,0.025949905702322345,0.019678375882108502,0.020041088890200363,0.003924035962077277
diagnosis ~ range + mean_abs + coef_var + se,0.696905391766772,0.5184413618014703,0.5960744570329443,0.6326671826621638,0.6076733767841211,0.60777359644246165,0.23102872757747833,0.04272541800817643,0.03496201806662702,0.011462042068250276,0.03409734273513706,0.017601797678686294,0.016522547945021556,0.008056060133828596
diagnosis ~ range + mean_abs + coef_var + Gender,0.6814140449206959,0.4031659012788433,0.5379196644994741,0.5585329081638509,0.5422899730997696,0.5434110529466368,0.24748846802453703,0.04601554838220514,0.04497562991286119,0.009990818942805733,0.02039520676410458,0.010297598124782932,0.01011665908972451,0.0022394723835963567
diagnosis ~ range + mean_abs + se + Gender,0.6603430723518758,0.44400189046609934,0.5417912077946643,0.5866253961911653,0.5521724814089876,0.5514122732872453,0.24662217372581205,0.08355439010967346,0.04728308745302838,0.021907619596269697,0.056060478148369855,0.03141319259743512,0.030820588380301744,0.00892847114568806
diagnosis ~ range + coef_var + se + Gender,0.68413338923737,0.5266888535133922,0.5944290065280631,0.6305794972589203,0.6054111213753811,0.6052297654488903,0.23295565181065778,0.05828649864590966,0.03884432572810721,0.008359839914071509,0.025645227678046785,0.012826605063962888,0.013081239683391897,0.005745139019528931
diagnosis ~ iqr + median + mean_abs + coef_var,0.7326020326013617,0.4545488129262628,0.5782712054148935,0.6266689718175594,0.5935754227638123,0.5941992215935349,0.23918337102787646,0.023849126723457677,0.03173906215302036,0.011925135722946073,0.02328587860899683,0.013942994317509312,0.013209466307695594,0.003715316611105497
diagnosis ~ iqr + median + mean_abs + se,0.6434194636844365,0.4832359402898941,0.5599617737160634,0.57861255128683875,0.5633277019871653,0.5630510982425396,0.24113814542422443,0.06060323885090451,0.05629756593661803,0.023082358929390263,0.04212925149904757,0.028540383230555695,0.027861590287187443,0.00716917261939971
diagnosis ~ iqr + median + mean_abs + Gender,0.6932665615708442,0.46482833622005004,0.5709638996236975,0.596981486290555,0.5790474488954471,0.5790764363121507,0.24120401237626968,0.025941841335055265,0.04480686476380342,0.017429102741771823,0.016521038879326495,0.014673091828406204,0.014895075210828442,0.0030885596240463288
diagnosis ~ iqr + median + coef_var + se,0.6909863669344034,0.4909347611959347,0.5784756661653125,0.6205831173463943,0.5909605640651691,0.5910282446123056,0.231827396196766,0.05665213366772231,0.03474120664804839,0.012987183731680134,0.04098508792268088,0.02175127206088128,0.020891470500133368,0.008098067073588426
diagnosis ~ iqr + median + coef_var + Gender,0.67162145952311,0.46165890263685483,0.5614161276560994,0.5798195796251812,0.5666401810799825,0.5670396952849303,0.2431725166291235,0.029674171038144414,0.04358700957271508,0.02021596128893087,0.01790661631377968,0.01718294535574929,0.0181221221408653,0.003002086524467906
diagnosis ~ iqr + median + se + Gender,0.5803296111952272,0.48875514720516045,0.532159541021652,0.5430078159916552,0.5551527591070851,0.5335100515170873,0.2461525062858438,0.06560158242567486,0.03917076352496105,0.018607960315394637,0.03112638544154208,0.007291099705208643,0.0229412154803336,0.0030410864365410877
diagnosis ~ iqr + mean_abs + coef_var + se,0.7133579658813198,0.4940137503953655,0.5912921744061557,0.630864681527869,0.6036858581383426,0.6040685662440939,0.23038140505068175,0.03387801947323724,0.04245793622486488,0.016448145448899592,0.033489219997593335,0.020026093426222854,0.018793635836000574,0.00738684129891663
diagnosis ~ iqr + mean_abs + coef_var + Gender,0.687458384717698,0.46705499238836035,0.5655499502130309,0.6067707808918451,0.5772566885530293,0.5774301586982009,0.24117835027602993,0.06185174825981569,0.03803584206550205,0.010997775991389068,0.03628016511499314,0.019123956074158427,0.018698100757986714,0.004141424623993617
diagnosis ~ iqr + mean_abs + se + Gender,0.6588920155557421,0.43499324721136373,0.5365540083253274,0.5803121148977168,0.5469426313835529,0.5461294481595562,0.24608526013561333,0.08196341537277911,0.04098963837521226,0.02197163682638243,0.05481148318336661,0.031871793904349015,0.03128945060955979,0.008443006415049081
diagnosis ~ iqr + coef_var + se + Gender,0.6741446773196409,0.5401325098633284,0.5970265363387313,0.6324944375637823,0.6071385935914846,0.6068100353521712,0.2297847173519895,0.06725957740281617,0.04196000637429843,0.01010693207322526,0.0339325269526354,0.018041133501957907,0.01793856455776347,0.006304711934005862
diagnosis ~ median + mean_abs + coef_var + se,0.6941467020922852,0.5002741242100661,0.5847214090955759,0.6302267378739982,0.5972104131511757,0.5970983985250397,0.2318424189353261,0.0626415748877109,0.041716104974995144,0.011324665126194698,0.04494553108205678,0.02146498635046059,0.020382225352298056,0.008583025257297245
diagnosis ~ median + mean_abs + coef_var + Gender,0.710676125761484,0.44611062647177624,0.5678771009291861,0.6014146234541418,0.5783933761166301,0.5789484863652792,0.2434814313896801,0.022568945730970725,0.03919460794780559,0.014392519638360296,0.008080086578960626,0.010704213181870344,0.011681260057666646,0.002451964615744149
diagnosis ~ median + mean_abs + se + Gender,0.6650975149472005,0.4873763517482753,0.5704903731672581,0.5926272670419012,0.576236933347738,0.5759636755287415,0.23881101436454052,0.04924919478042811,0.04880268761125407,0.01251146438125148,0.025634564860552576,0.014810937503421585,0.014274747685129938,0.0035566097359435423
diagnosis ~ median + coef_var + se + Gender,0.672008269788899,0.5160791902053549,0.5854517294306952,0.6160069318534168,0.594043729997127,0.593861912319276,0.2321018346249955,0.062020010564974845,0.04780303498398802,0.011460024866481157,0.024046276301817784,0.0144121886576633,0.014944522127536577,0.004898080840813748
diagnosis ~ mean_abs + coef_var + se + Gender,0.7023553240927566,0.5340800947734236,0.6038553234205408,0.652697471969505,0.6182177094330901,0.6180265523585591,0.23071887569092064,0.06954743422817847,0.04415177206174245,0.0116608868517,0.03545804935141304,0.01940261394310751,0.01946790679737734,0.00768917107744695
diagnosis ~ mean + sd + range + iqr + median,0.6038878661337759,0.5406677968384178,0.5715869982030123,0.5837827811025155,0.5722778314860969,0.5714845632809528,0.24667722961531258,0.063642667288085,0.04301503800414747,0.02306488047683275,0.04894858802086729,0.029860310615603698,0.02932515382211888,0.006927881192205397
diagnosis ~ mean + sd + range + iqr + mean_abs,0.6441974676924169,0.5180880154172455,0.5757075983971839,0.6014737558743679,0.5811427415548313,0.5805442849844843,0.2429241752950708,0.05910073686842773,0.04020038447181817,0.02123966109200109,0.05045024962923976,0.027849127392183336,0.02705223067435799,0.007181075577836735
diagnosis ~ mean + sd + range + iqr + coef_var,0.6672553909193335,0.5122065216194005,0.57991858433963694,0.6103373206785453,0.589730956269367,0.5894677327985527,0.2397575522035036,0.04787873108859852,0.020447606043981013,0.012748190697392475,0.03772207431922063,0.0208340776303457,0.02012849633673573,0.00717834979787814
diagnosis ~ mean + sd + range + iqr + se,0.6016671485632286,0.5855794689385388,0.5974323806095008,0.5946932377063823,0.6055895137051914,0.5934404093187968,0.24202212443869617,0.0527561593762256,0.04465923375446661,0.032019848874930215,0.045329719877265265,0.026943965782332623,0.036175448266743314,0.008991111398936692
diagnosis ~ mean + sd + range + iqr + Gender,0.6310913574995883,0.5070842744874617,0.5667367193617119,0.576962921133824,0.5690878159935251,0.5683359318620272,0.24404163316596136,0.03714398077257979,0.0396699143284703,0.01201783194035367,0.01636968339162696,0.009808414080652493,0.009794635865256444,0.002473240849105794
diagnosis ~ mean + sd + range + median + mean_abs,0.6517484673469849,0.5226939498045058,0.5817595686860643,0.6079431200736687,0.5872212085757453,0.5865513483972352,0.24211590881244988,0.05962191662351,0.04636504067750098,0.025673350258539382,0.05117920625072293,0.03079868821139652,0.030159770656935387,0.0068326401085480855
diagnosis ~ mean + sd + range + median + coef_var,0.6643688540533386,0.5063160086435032,0.5761645189041383,0.6056707591202718,0.5853424313484209,0.5849107733094928,0.2394410313836767,0.04682784877235623,0.021334040552814015,0.010350472238175874,0.03505304927307908,0.017649583206805482,0.016937456885250723,0.0060160728601128975
diagnosis ~ mean + sd + range + median + se,0.6124615979219195,0.5513496011477629,0.5822219734288699,0.5901973470870179,0.5819055995348411,0.5812947704071786,0.24098259413018455,0.056476224617744514,0.04550502311828711,0.026360742740686192,0.040906700345940204,0.02896023755907196,0.02873798067199565,0.008309128307792006
diagnosis ~ mean + sd + range + median + Gender,0.62353625684811,0.5164128169725526,0.5696789130934511,0.5748991222404016,0.5699745369103313,0.5691618021596592,0.2444165102412428,0.03476382348491836,0.045566235933641286,0.01461519541424345,0.012733008887750218,0.010015109606863316,0.010135689535844422,0.0014927370269975507
diagnosis ~ mean + sd + range + mean_abs + coef_var,0.683965364382403,0.5048061162450305,0.582286611245996,0.6215509905140474,0.5943857403137167,0.5940818727204685,0.23799848353533032,0.051822986487611133,0.023824256190296222,0.012209260441019531,0.04294507830817166,0.02173019168112934,0.02084560892557349,0.007006961425021483
diagnosis ~ mean + sd + range + mean_abs + se,0.6542484209396398,0.5378687624288042,0.5930766983623958,0.6096831726991634,0.5960585916842219,0.5955093721406147,0.23818305336796602,0.05337746554664222,0.056256573183371315,0.032242728609768054,0.04473987790860673,0.034378868660977606,0.03401148291650433,0.008682226884980191
diagnosis ~ mean + sd + range + mean_abs + Gender,0.6447651102315686,0.511789684859649,0.5743441277272381,0.5893829997631472,0.5782773975456089,0.5774305446855191,0.24093840542506662,0.04074328748530528,0.041606940341712945,0.012471439991120435,0.0199353037165056,0.011732711404597635,0.011800061630220345,0.0030798940701537826
diagnosis ~ mean + sd + range + coef_var + se,0.6732122881807352,0.5137170972889378,0.5814917962541212,0.6193139244467105,0.5934646927348365,0.5932130511506126,0.233112494187782,0.060133027354527684,0.025039340643940214,0.015264999863965456,0.043768489715330386,0.024933776599716146,0.02427389040672612,0.008203188279231615
diagnosis ~ mean + sd + range + coef_var + Gender,0.6500985298556611,0.5041850808218566,0.5716647167432707,0.5894230486638987,0.5771418053387589,0.5767268975631166,0.23919083379361145,0.036683363549596185,0.03193140338413499,0.010286368920797538,0.014938551176171112,0.0071605436874678085,0.007379275277891296,0.002470615599853253
diagnosis ~ mean + sd + range + se + Gender,0.6371739329135419,0.5470464220986924,0.5910153686693517,0.6012155944001685,0.5921101775061172,0.5909777462212132,0.2380159883536531,0.04764883401035988,0.04929893326452189,0.014922688019025708,0.019447113236318658,0.011910719960839453,0.01239755396060861,0.003656291994977637
diagnosis ~ mean + sd + iqr + median + mean_abs,0.7064468428074264,0.4391316337027718,0.5627689515885563,0.6037218359712647,0.5727892382550992,0.5730026368558769,0.24375436553047067,0.04755976752259132,0.04638421382443462,0.013312829727082231,0.03603939972770668,0.017627868779245364,0.01670018665423742,0.00372878463358147
diagnosis ~ mean + sd + iqr + median + coef_var,0.7765981025045439,0.39650072041616424,0.5656412947997523,0.649070860421944,0.5865494114603541,0.5878894810852443,0.24035191301959047,0.04490899441598027,0.022690876367652223,0.008178894765514024,0.03484464165497282,0.014019125805028117,0.013734103380703374,0.002967741079253273
diagnosis ~ mean + sd + iqr + median + se,0.6181417913880881,0.5318840325846588,0.5750642353400015,0.5832790813369997,0.5750129119863734,0.5745784795428079,0.24117536369347634,0.0565126923950279,0.052999337905630974,0.02454236723152926,0.039610889548826834,0.02808533109720354,0.027673981818115635,0.007725085291253506
diagnosis ~ mean + sd + iqr + median + Gender,0.6538979193771246,0.4876621329768066,0.5666492091193716,0.5783108710812696,0.5707800261769657,0.5709390788263301,0.24673363995355221,0.022647674377386403,0.04208083733468151,0.026018851076437543,0.023493763700513707,0.024301377550539193,0.02471583493636254,0.002534332630119648
diagnosis ~ mean + sd + iqr + mean_abs + coef_var,0.7518238944156226,0.4257042143579517,0.5704183811763169,0.6363429107318492,0.5887640543867871,0.5895104862280307,0.23856719089680525,0.04133311794840867,0.025439817695338394,0.0032639564698641486,0.03027890706646378,0.010983249460819473,0.009712195019799915,0.003998168033907731
diagnosis ~ mean + sd + iqr + mean_abs + se,0.6600837360011235,0.5076743722250395,0.5792787666050727,0.5985004035642445,0.5838790541130815,0.5835266353943233,0.2380732523855691,0.050050076979059006,0.05412593689534556,0.02730160829809798,0.04366717365542246,0.0318051431740137,0.03122085183366207,0.00800577124697507
diagnosis ~ mean + sd + iqr + mean_abs + Gender,0.6706365947742908,0.4630537653163491,0.5623351739219732,0.5773552482225133,0.56684518004532,0.5669402133574966,0.24309350390233178,0.022744088179246308,0.046673031161757986,0.01689281959688982,0.00961145297500942,0.013128588240938611,0.013735461751397933,0.0021392125027359867
diagnosis ~ mean + sd + iqr + coef_var + se,0.6759778431157326,0.5079231284439449,0.5792800188047841,0.6205444762734118,0.5919504857798388,0.5917430620913166,0.2329414808043172,0.06632144353111566,0.03127900372990227,0.013249041558292634,0.04216181133228814,0.023109981901880714,0.02254057502108963,0.008005718114191126
diagnosis ~ mean + sd + iqr + coef_var + Gender,0.6575152861759379,0.46282140346195644,0.5532453762011303,0.5805673022577114,0.5601683448189472,0.5608156691765153,0.24163402298976366,0.0647173794174998,0.04748620234028269,0.013415588846821834,0.02536878928904699,0.015377976077432296,0.016764440620731087,0.0018067735296791105
diagnosis ~ mean + sd + iqr + se + Gender,0.6457738344089077,0.5320070048121331,0.5887936427909417,0.5991095759001205,0.5888904196105204,0.5879785035322107,0.2383104846710735,0.04870167932060982,0.05964869650103716,0.019255488108502052,0.016527950131395443,0.012583211154173303,0.013084374665943354,0.002986456052258952
diagnosis ~ mean + sd + median + mean_abs + coef_var,0.7606035184434896,0.4056493348542533,0.5651201924080695,0.6352100840336135,0.5831264266488715,0.5842129800048095,0.23856943911371412,0.04579359132577485,0.033577015089262426,0.004636164665165954,0.033851329111869666,0.013550909208146769,0.011981554800511702,0.003812379977101719
diagnosis ~ mean + sd + median + mean_abs + se,0.6631490268985043,0.5089653404333894,0.5808411393768561,0.6028303713639978,0.5860571836659468,0.5857202789086172,0.23821652718083972,0.05445825393945978,0.055691942391498474,0.03000363549050628,0.04655929623034529,0.03454412647714309,0.03399879111955394,0.008275956880202669
diagnosis ~ mean + sd + median + mean_abs + Gender,0.6942159499220357,0.4645010742263446,0.5708058790026003,0.5984281113692879,0.5793585120741902,0.5797770857290248,0.24232769499999027,0.028530605805939087,0.04379091699464563,0.015591350703577884,0.008787797569958284,0.011503137396467243,0.01235650943238109,0.002714509085851241
diagnosis ~ mean + sd + median + coef_var + se,0.6774259944085202,0.4956591706447536,0.5735387063094016,0.6157125157313924,0.5865425825266369,0.5864254117912492,0.23300769952494335,0.06602175722149584,0.03036170954036852,0.015041841365317395,0.04275559746288313,0.024252440987892258,0.02366335512375884,0.007814164500531955
diagnosis ~ mean + sd + median + coef_var + Gender,0.664845790409902,0.45055384296078826,0.5495851380681069,0.5806487235842734,0.5576998166853451,0.5584604793015949,0.2416670941802656,0.06854415919997166,0.0483350824324703,0.01158945118606218,0.021855632084522385,0.013147738335559099,0.01474254479798902,0.0019035789320402668
